ID_REF	Mann1_4hr	Mann1_12hr	Mann1_24hr	Mann2_4hr	Mann2_12hr	Mann2_24hr	Mann3_4hr	Mann3_12hr	Mann3_24hr	MGd1_4hr	MGd1_12hr	MGd1_24hr	MGd2_4hr	MGd2_12hr	MGd2_24hr	MGd3_4hr	MGd3_12hr	MGd3_24hr
207515_s_at	308.6	303.4	340.8	220.0	264.1	176.5	291.4	295.9	244.9	332.6	236.3	244.5	285.9	403.5	328.3	235.0	286.9	238.1
207516_at	49.0	52.7	64.4	68.4	76.9	137.6	50.0	85.7	50.0	62.1	50.0	75.3	68.6	77.0	50.0	58.2	50.0	50.0
207517_at	49.0	86.9	50.0	50.0	50.0	50.0	81.3	50.0	50.0	49.0	54.1	52.5	140.0	50.0	50.0	90.0	50.0	50.0
207518_at	49.0	50.0	50.0	50.5	50.0	50.0	124.4	87.8	80.8	73.6	50.0	61.0	50.0	50.0	50.0	50.0	50.0	100.4
207519_at	163.7	50.0	50.0	50.0	50.0	154.1	50.0	50.0	72.7	49.0	75.9	79.7	50.0	50.0	96.1	50.0	129.8	88.9
207520_at	52.7	71.0	50.0	206.3	80.2	141.9	50.0	50.0	50.0	49.0	54.7	50.3	125.1	50.0	50.9	50.0	50.0	80.1
207521_s_at	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
207522_s_at	49.0	50.0	130.6	50.0	55.7	141.4	50.0	56.0	112.2	49.0	139.9	115.1	87.6	113.8	50.0	92.0	50.0	100.6
207523_at	59.4	50.0	50.0	50.0	50.0	158.2	65.1	80.2	84.4	57.2	50.0	59.2	50.0	50.0	50.0	50.0	50.0	87.6
207524_at	159.2	185.7	215.9	50.0	50.0	50.0	265.5	326.3	277.7	257.5	132.8	185.9	189.0	168.5	137.9	199.7	191.3	223.6
207525_s_at	652.3	285.9	440.0	689.0	370.2	532.6	564.4	526.6	483.6	587.5	428.6	394.5	633.1	198.9	482.2	751.6	477.6	371.7
207526_s_at	78.1	50.0	50.0	95.3	50.0	50.0	50.0	89.2	50.0	49.0	50.0	80.3	50.0	50.0	50.0	50.0	50.0	59.7
207527_at	49.0	50.0	50.0	70.2	52.4	137.1	126.3	73.2	50.0	49.0	50.0	69.4	140.2	94.1	88.5	50.0	50.0	50.0
207528_s_at	160.4	50.0	189.2	124.0	88.6	120.3	180.9	121.0	129.8	212.1	124.7	174.9	150.8	57.9	117.7	100.4	156.2	127.1
207529_at	116.7	78.3	66.9	129.0	59.2	50.0	133.2	50.0	131.9	49.0	50.0	103.4	80.3	169.6	108.7	50.0	77.3	52.1
207530_s_at	49.0	50.0	50.0	179.0	50.0	50.0	50.0	50.0	62.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
207531_at	49.0	101.6	50.0	160.6	58.1	53.4	97.8	180.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
207532_at	49.0	50.0	119.1	238.0	104.8	50.0	147.5	50.0	60.3	72.9	63.1	50.0	105.5	117.0	174.5	113.9	50.3	72.5
207533_at	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
207534_at	49.0	50.0	50.0	50.0	50.0	50.0	50.0	106.6	102.3	49.0	61.4	50.0	50.0	50.0	50.0	90.0	119.6	50.0
207535_s_at	279.0	74.9	98.4	216.4	217.5	50.0	127.3	119.1	203.2	289.3	176.0	194.9	50.0	50.2	209.0	130.1	77.1	91.2
207536_s_at	70.7	111.5	84.4	252.1	126.5	85.0	113.0	89.3	144.0	73.1	52.4	108.2	142.3	58.2	150.6	127.9	112.5	128.3
207537_at	49.0	190.8	85.5	50.0	109.3	85.2	134.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	162.2	56.3	146.7	50.0
207538_at	49.0	50.0	50.0	194.9	84.4	50.0	50.0	120.6	50.0	49.0	57.5	50.0	97.4	241.3	50.0	50.0	77.4	50.0
207539_s_at	64.3	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	55.6	50.0	50.0	50.0	50.0	50.0
207540_s_at	49.0	50.0	50.0	50.0	67.6	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
207541_s_at	121.2	132.2	162.4	50.0	145.9	207.8	136.2	233.4	109.8	122.1	147.7	221.8	100.6	178.9	114.3	175.1	176.0	184.4
207542_s_at	49.0	68.7	50.0	50.0	50.0	133.3	50.0	78.9	50.0	112.5	52.3	50.0	50.0	50.0	50.0	50.0	50.0	50.0
207543_s_at	454.8	360.5	379.0	530.0	343.8	382.5	334.5	543.0	491.4	445.4	507.2	436.1	408.4	340.0	323.9	416.6	462.6	453.7
207544_s_at	87.7	50.0	125.2	50.0	160.0	242.4	50.0	110.7	93.6	68.0	136.3	79.3	154.2	109.1	170.4	50.0	77.3	50.0
207545_s_at	49.0	209.2	50.0	140.0	96.1	120.3	50.0	50.0	92.2	91.8	69.9	50.0	50.0	150.1	50.0	50.0	68.3	50.0
207546_at	49.0	169.9	50.0	50.0	65.6	116.5	50.0	50.0	50.0	53.0	73.7	50.0	85.2	50.0	78.7	113.3	50.0	83.4
207547_s_at	114.5	50.0	75.8	214.2	50.0	50.0	50.0	74.3	53.7	96.3	50.0	55.6	50.0	50.0	191.7	50.0	50.0	50.0
207548_at	83.6	55.5	50.0	50.0	50.0	50.0	50.0	128.5	50.0	49.0	50.0	50.0	50.0	53.2	50.0	91.0	95.6	50.0
207549_x_at	861.5	980.9	819.0	884.8	728.4	678.5	867.6	649.7	687.6	877.5	1017.8	692.5	682.5	1117.8	794.6	1035.9	882.0	921.6
207550_at	49.0	50.0	50.0	198.5	50.0	50.0	50.0	50.2	50.0	49.0	50.0	78.6	50.0	50.0	50.0	50.0	79.5	50.0
207551_s_at	238.7	278.3	291.0	251.2	217.6	411.8	321.1	286.5	293.8	190.2	214.9	293.6	252.6	449.5	281.1	295.6	222.8	319.2
207552_at	49.0	50.0	67.5	50.0	112.1	50.0	114.0	50.0	50.0	49.0	50.0	80.7	50.0	50.0	50.0	50.0	50.0	50.0
207553_at	49.0	50.0	50.0	210.6	50.0	54.7	100.0	50.0	167.4	128.1	50.0	50.0	184.9	61.9	151.6	121.3	50.0	122.6
207554_x_at	172.4	167.5	50.0	50.0	145.8	153.1	50.0	191.4	169.6	120.5	119.6	119.5	174.9	202.1	50.0	52.1	98.1	177.6
207555_s_at	64.3	50.0	68.8	84.1	50.0	50.0	58.8	203.8	50.0	49.0	50.0	50.0	99.0	50.0	50.0	84.3	50.0	142.8
207556_s_at	49.0	160.7	164.1	209.3	240.6	368.0	287.5	153.8	173.2	152.6	128.6	197.8	239.4	120.1	111.8	190.3	178.2	264.0
207557_s_at	91.2	80.8	50.0	50.0	50.0	69.7	62.5	80.7	50.0	49.0	50.0	60.1	50.0	50.0	106.6	50.0	50.0	50.0
207558_s_at	49.0	65.3	50.0	171.1	86.1	50.0	50.0	50.0	82.9	49.0	50.0	50.0	70.5	108.6	108.4	50.0	50.0	50.0
207559_s_at	345.4	340.2	310.4	313.1	296.5	435.2	370.3	431.3	374.4	240.3	296.7	417.7	521.1	395.4	292.5	388.8	571.3	502.0
207560_at	103.2	105.0	50.0	190.6	53.3	91.6	112.8	163.6	100.1	49.0	50.0	105.4	143.8	126.5	133.4	121.6	100.1	127.7
207561_s_at	152.6	175.0	117.0	124.3	141.9	172.2	50.0	106.1	50.0	152.2	103.4	107.0	188.1	146.9	252.4	107.5	82.4	97.0
207562_at	49.0	65.8	50.0	50.0	50.0	179.6	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
207563_s_at	721.8	786.4	898.6	596.1	701.0	449.1	541.7	359.5	378.5	855.0	737.1	601.1	581.6	704.1	607.2	310.2	461.5	426.1
207564_x_at	545.5	624.0	556.1	352.3	508.9	373.4	225.3	298.9	421.7	752.4	542.5	604.5	349.1	671.7	438.8	251.8	333.3	429.5
207565_s_at	49.0	84.1	85.0	139.7	104.7	169.1	124.2	50.0	50.0	49.0	50.0	69.6	50.0	50.0	102.8	118.9	50.0	50.0
207566_at	49.0	50.0	50.0	50.0	50.0	57.7	61.6	50.0	50.0	49.0	50.0	75.0	50.0	76.8	51.6	129.7	50.0	50.0
207567_at	49.0	109.2	50.0	50.0	70.7	50.0	50.0	50.0	50.0	58.1	50.0	50.0	50.0	50.0	105.9	50.0	50.0	50.0
207568_at	139.1	54.6	50.0	122.9	119.4	50.0	101.0	149.3	83.4	62.5	108.5	50.0	124.6	90.7	169.1	113.2	50.0	165.3
207569_at	90.9	50.0	50.0	50.0	50.0	60.5	50.0	71.2	50.0	59.0	50.0	50.0	50.0	109.6	102.3	50.0	50.0	76.2
207570_at	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	97.5	50.0	50.0	50.0
207571_x_at	49.0	50.0	50.0	50.0	50.0	50.0	68.8	149.7	50.0	49.0	73.4	50.0	60.3	50.0	50.0	50.0	50.0	78.9
207572_at	81.3	101.9	50.0	50.0	50.0	81.1	50.0	131.3	50.0	49.0	50.0	52.8	50.0	50.0	50.0	50.0	50.0	101.7
207573_x_at	1475.3	1609.9	1848.4	1730.5	2174.5	1380.2	1462.6	1632.9	1641.0	1512.1	1711.8	1606.6	1691.1	2064.8	1432.9	1631.0	1412.1	1518.0
207574_s_at	359.3	570.2	418.5	329.9	360.5	400.3	365.0	376.3	333.9	323.1	211.8	475.4	248.0	318.1	280.7	163.0	251.0	278.2
207575_at	70.5	50.0	54.8	50.0	50.0	50.0	87.0	50.0	50.0	95.5	50.0	54.8	50.0	50.0	50.0	50.0	50.0	58.0
207576_x_at	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	297.3
207577_at	49.0	50.0	50.0	50.0	50.0	69.4	59.8	77.0	50.0	86.1	66.3	50.0	50.0	50.0	50.0	50.0	50.0	50.0
207578_s_at	143.3	50.0	89.7	50.0	50.0	50.0	50.0	72.3	90.7	99.4	50.0	112.5	153.0	131.2	50.0	50.0	171.9	50.0
207579_at	49.0	51.7	50.0	50.0	50.0	148.0	50.0	64.3	50.0	49.0	99.7	55.3	50.0	69.6	50.0	158.7	87.3	140.8
207580_at	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	93.8	50.0	50.0
207581_s_at	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	51.6	50.0	50.0	50.0
207582_at	125.3	74.6	50.0	50.0	50.0	140.4	61.8	50.0	50.0	49.0	50.0	50.8	120.2	50.0	50.0	66.2	50.0	75.6
207583_at	49.0	72.6	50.0	71.3	50.0	50.0	68.5	95.4	57.7	49.0	50.0	50.0	87.1	79.1	50.0	50.0	50.0	50.0
207584_at	73.4	72.0	50.0	100.7	50.0	73.8	50.0	136.8	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
207585_s_at	2101.2	2313.6	2529.5	2285.6	2149.6	2620.6	2921.1	2058.6	1871.4	2870.4	2838.8	2061.8	2558.1	2201.5	2220.2	1839.9	2020.4	2241.5
207586_at	79.8	50.0	50.0	50.0	50.0	50.0	58.4	58.8	50.8	49.0	50.0	59.4	115.5	60.4	50.0	172.8	50.0	65.3
207587_at	49.0	50.0	50.0	50.0	50.0	78.6	50.0	96.2	71.2	49.0	50.0	50.0	50.0	77.3	50.0	50.0	50.0	50.0
207588_at	49.0	77.4	50.0	50.0	50.0	50.0	78.5	50.0	100.9	49.0	50.0	50.0	50.0	117.5	50.0	68.7	50.0	50.0
207589_at	63.9	58.2	70.9	50.0	50.0	51.4	74.8	121.0	50.0	49.0	83.6	50.8	50.0	50.0	197.8	77.2	50.0	50.0
207590_s_at	49.0	50.0	50.0	145.1	50.0	50.0	50.0	50.0	50.0	49.0	76.4	50.0	50.0	50.0	50.0	50.0	50.0	50.0
207591_s_at	49.0	61.1	50.0	87.7	77.5	154.4	80.7	61.6	50.0	49.0	50.0	54.4	50.0	50.0	50.0	85.3	50.0	69.7
207592_s_at	49.0	50.0	83.6	111.9	246.6	121.1	50.0	50.0	104.2	126.5	50.0	92.9	147.6	153.8	101.1	50.0	50.0	110.1
207593_at	90.0	50.0	50.0	50.0	50.0	50.0	114.5	72.6	50.0	49.0	90.0	95.8	58.4	50.0	50.0	50.0	50.0	53.5
207594_s_at	124.9	74.0	50.0	74.2	51.4	188.7	84.8	112.5	78.3	58.4	50.0	50.0	50.0	50.0	59.8	101.8	77.3	50.0
207595_s_at	138.0	123.9	151.0	138.2	126.7	56.5	304.4	158.1	145.3	107.3	173.3	72.2	122.7	122.1	194.1	275.2	285.5	50.0
207596_at	49.0	116.8	68.2	50.0	70.8	50.0	50.0	92.6	50.0	49.0	54.5	65.1	93.1	50.0	50.0	50.0	50.0	50.0
207597_at	129.4	50.0	50.0	57.0	50.0	50.0	50.0	82.2	100.8	49.0	55.4	50.0	50.0	50.0	63.8	64.9	50.0	50.0
207598_x_at	147.0	190.6	50.0	141.5	126.2	50.0	120.9	127.6	69.2	109.6	132.1	128.8	124.8	59.8	83.4	50.0	50.0	84.7
207599_at	49.0	50.0	50.0	50.0	50.0	120.3	55.0	50.0	52.5	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
207600_at	49.0	105.0	50.0	50.0	50.0	50.0	81.1	50.0	50.0	148.7	50.0	90.6	138.9	50.0	50.0	50.0	50.0	60.3
207601_at	137.2	165.4	155.8	66.8	106.3	97.9	81.6	52.2	188.1	135.4	130.8	50.0	50.0	131.2	50.0	186.0	79.5	50.0
207602_at	49.0	154.5	50.0	145.1	146.7	50.0	74.3	80.8	50.0	97.8	136.3	72.5	123.6	95.9	100.4	232.2	210.8	178.7
207603_at	69.4	50.0	50.0	50.0	50.0	50.0	50.0	52.8	50.0	49.0	50.0	50.0	50.0	50.0	155.1	50.0	50.0	50.0
207604_s_at	214.1	279.8	147.9	199.4	195.0	50.0	279.2	184.0	196.5	154.7	279.6	227.9	196.4	250.0	126.3	63.8	177.9	230.1
207605_x_at	69.7	200.6	87.6	52.5	68.8	50.0	93.1	161.2	81.8	49.0	50.0	72.7	50.0	50.0	50.0	50.0	50.0	50.0
207606_s_at	383.5	335.7	325.7	191.5	305.6	225.3	153.6	241.7	174.0	299.8	233.8	260.7	168.9	294.8	242.0	201.7	69.4	198.5
207607_at	49.0	50.0	50.0	50.0	50.0	97.7	50.0	50.0	50.0	49.0	50.0	50.0	88.8	50.0	50.0	50.0	50.0	50.0
207608_x_at	130.3	206.6	50.0	161.3	89.9	112.4	226.6	249.0	113.3	130.3	227.3	99.0	72.4	50.0	85.8	223.8	131.0	188.5
207609_s_at	96.3	50.0	50.0	50.0	50.0	50.0	50.0	93.5	70.5	49.0	50.0	52.7	50.0	95.6	50.0	78.9	50.0	50.0
207610_s_at	49.0	73.1	50.0	59.4	50.0	56.0	50.0	50.0	50.0	83.0	50.0	72.9	50.0	50.0	50.0	50.0	50.0	50.0
207611_at	49.0	61.0	50.0	50.0	50.0	245.7	50.0	77.1	50.0	49.0	50.0	50.0	50.0	50.0	50.0	179.8	50.0	58.6
207612_at	49.0	50.0	50.7	50.0	50.0	50.0	140.2	50.0	50.0	49.0	50.0	50.0	50.0	52.0	50.0	50.0	50.0	50.0
207613_s_at	49.0	50.0	50.0	50.0	50.0	125.9	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
207614_s_at	341.3	335.4	279.5	366.5	550.1	277.7	461.2	398.9	300.1	376.6	365.8	415.1	348.3	326.3	282.1	318.6	388.6	376.2
207615_s_at	49.0	50.0	50.0	66.4	70.1	50.0	50.0	316.9	50.0	49.0	50.0	50.0	50.0	50.0	59.1	50.0	50.0	122.2
207616_s_at	675.7	771.8	553.5	420.7	591.7	931.9	721.1	608.8	647.6	698.9	628.0	450.5	512.6	441.8	595.4	661.9	674.5	478.8
207617_at	104.6	50.0	50.0	50.0	73.8	50.0	50.0	50.0	115.3	49.0	50.0	93.5	50.0	50.0	50.0	50.0	50.0	111.3
207618_s_at	294.3	449.0	312.1	50.0	278.6	261.7	453.0	440.9	619.9	332.0	429.9	393.1	386.9	348.1	200.3	575.7	600.6	479.0
207619_at	95.6	50.0	50.0	50.0	104.8	73.8	86.2	168.2	70.0	49.0	50.0	50.0	50.0	126.2	50.0	50.0	69.4	98.4
207620_s_at	75.2	123.6	242.2	215.1	214.0	50.0	130.0	50.0	237.2	171.7	146.8	72.2	337.9	142.9	247.5	70.9	94.1	126.9
207621_s_at	607.7	527.5	584.0	640.5	600.4	495.2	972.7	566.2	622.5	484.9	631.1	685.0	544.9	628.6	648.5	625.6	649.5	533.4
207622_s_at	265.6	209.4	303.1	451.5	294.8	364.7	173.9	177.6	212.9	195.5	352.2	253.0	269.9	328.6	421.5	509.3	313.5	325.9
207623_at	86.3	72.9	50.0	50.0	50.0	50.0	50.0	65.6	50.0	49.0	50.0	80.8	103.3	187.1	50.0	50.0	123.3	50.0
207624_s_at	53.0	202.3	155.8	140.6	54.4	135.3	154.6	93.0	120.8	82.1	71.8	65.8	50.0	50.0	115.0	66.5	180.9	114.9
207625_s_at	231.1	53.7	50.0	210.2	120.9	283.8	50.0	119.8	103.2	49.0	122.9	174.9	138.0	172.6	84.6	194.2	60.8	139.2
207626_s_at	49.0	50.0	50.0	50.0	50.0	137.6	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	91.6	50.0	50.0
207627_s_at	163.4	234.4	173.6	331.7	190.7	162.0	253.4	151.8	50.0	141.1	218.8	183.6	117.8	67.7	209.2	169.1	86.3	299.0
207628_s_at	1417.1	1413.5	1235.7	1277.5	1241.4	1237.3	933.6	882.5	1223.7	1279.0	1543.3	1272.1	1059.4	1500.8	1250.3	1007.5	1009.2	1116.3
207629_s_at	220.2	290.8	329.6	331.3	222.7	314.4	365.3	344.6	298.0	367.2	226.8	396.9	427.5	304.8	144.1	210.2	248.5	269.1
207630_s_at	242.7	263.5	244.3	168.2	213.4	295.5	219.2	347.7	236.3	310.6	432.2	396.3	189.4	379.2	277.0	206.1	156.9	318.8
207631_at	180.7	53.5	50.7	61.2	56.3	50.0	60.2	50.0	59.8	49.0	56.3	50.0	85.2	58.5	89.9	96.8	52.7	63.5
207632_at	49.0	61.7	50.0	50.0	50.0	116.0	69.0	57.8	67.9	49.0	50.0	50.0	67.9	50.0	50.0	154.0	50.0	50.0
207633_s_at	49.0	50.0	50.0	50.0	74.1	131.2	50.0	124.9	50.0	52.6	50.0	50.0	119.5	50.0	50.0	50.0	97.0	94.3
207634_at	49.0	100.1	50.0	50.0	96.7	50.0	50.0	202.4	55.3	49.0	50.0	50.0	50.0	65.0	50.0	101.5	50.0	122.7
207635_s_at	49.0	127.0	50.0	92.2	134.4	50.0	50.0	245.9	50.0	84.9	50.0	50.0	50.0	50.0	50.0	50.0	61.1	50.0
207636_at	109.2	108.3	50.0	50.0	50.0	121.6	70.3	167.6	163.3	88.1	50.0	50.0	50.0	122.4	154.7	50.0	92.4	50.0
207637_at	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
207638_at	49.0	50.0	50.0	50.0	50.0	130.7	78.9	72.2	132.0	49.0	50.0	50.0	54.8	64.9	73.6	50.0	50.0	50.0
207639_at	49.0	50.0	50.0	50.0	69.5	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
207640_x_at	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	56.6	52.0	50.0
207641_at	89.2	335.4	117.4	329.2	54.6	318.4	108.8	171.3	87.8	105.5	144.6	76.6	171.5	150.3	105.8	91.1	212.9	75.6
207642_at	149.4	92.3	58.6	133.2	182.3	50.0	161.5	50.0	87.3	83.6	63.1	50.0	50.0	107.9	165.2	181.5	50.0	57.8
207643_s_at	1594.7	1386.8	1239.5	1287.1	1261.0	1632.8	1421.7	1290.7	1117.6	1388.1	1184.6	1092.2	1485.0	1225.5	1257.1	2101.9	1677.5	1305.3
207644_at	49.0	50.0	50.0	50.0	91.5	50.0	208.1	50.0	50.0	49.0	50.0	131.5	50.0	122.2	50.0	50.0	97.5	99.9
207645_s_at	61.4	172.6	170.5	230.8	188.6	255.9	147.1	78.7	114.9	114.4	191.6	163.4	53.5	183.2	164.1	123.6	201.1	100.1
207646_s_at	49.0	143.3	50.0	50.0	50.0	68.9	50.0	50.0	50.0	128.8	50.0	50.0	88.4	50.0	50.0	119.6	63.2	50.0
207647_at	49.0	51.5	50.0	50.0	50.0	50.0	50.0	152.6	58.3	49.0	50.0	50.0	50.0	140.7	50.0	90.9	50.0	50.0
207648_at	209.4	224.0	50.0	185.9	72.0	171.7	201.6	81.9	50.0	67.4	55.5	82.5	120.2	268.2	82.6	62.3	138.4	50.0
207649_at	94.4	130.0	111.3	50.0	69.5	50.0	87.7	125.5	50.0	81.5	84.5	50.0	152.1	50.0	88.1	75.4	50.0	139.5
207650_x_at	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
207651_at	49.0	50.0	50.0	50.0	50.0	57.0	50.0	50.0	50.0	49.0	50.0	50.0	100.3	96.8	50.0	50.0	50.0	56.8
207652_s_at	49.0	117.0	50.0	100.9	50.0	50.0	50.0	50.0	50.0	49.0	50.0	109.1	52.4	50.0	59.0	55.8	60.4	89.2
207653_at	49.0	76.5	107.4	156.3	50.0	184.1	69.0	79.2	93.8	49.0	50.0	93.9	189.0	99.4	87.4	50.0	55.0	92.6
207654_x_at	145.6	292.9	207.4	160.4	187.2	278.2	257.8	280.7	180.5	323.7	293.6	269.7	300.6	237.2	225.0	277.3	218.5	300.3
207655_s_at	119.6	50.0	97.8	50.0	50.0	69.9	51.9	56.3	50.0	54.7	50.0	76.4	50.0	50.0	50.0	107.9	50.0	50.0
207656_s_at	49.0	50.0	50.0	90.6	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	91.8	50.0	91.8	50.0	50.0
207657_x_at	1162.5	982.3	665.2	863.5	1031.5	793.8	1024.7	1016.7	1185.0	1056.9	791.8	1099.2	897.7	1179.4	1158.3	922.2	717.1	1206.9
207658_s_at	49.0	50.0	50.0	166.6	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	122.3	50.0	50.0	50.0	50.0	50.0
207659_s_at	49.0	106.9	50.0	50.0	50.0	50.0	54.1	204.2	123.1	84.1	50.0	50.0	50.0	50.0	50.0	153.9	65.3	89.7
207660_at	49.0	54.1	50.0	50.0	50.0	50.0	50.0	50.0	50.0	65.2	50.0	50.0	50.0	50.0	50.0	59.1	50.0	50.0
207661_s_at	85.2	56.6	50.0	50.0	66.0	50.0	50.0	191.9	50.0	49.0	50.0	50.0	50.0	193.3	50.0	50.0	50.0	50.0
207662_at	49.0	50.0	50.0	103.8	102.8	71.0	50.0	50.0	59.6	49.0	50.0	51.6	50.0	50.0	72.3	50.0	50.0	50.0
207663_x_at	49.0	159.8	105.6	50.0	50.0	50.0	50.0	50.0	86.4	49.0	92.8	95.2	168.1	50.0	50.0	50.0	50.0	84.5
207664_at	49.0	50.0	50.0	50.0	50.0	50.0	103.2	50.0	89.0	49.0	50.0	69.9	50.0	64.9	113.4	50.0	68.0	50.0
207665_at	80.3	119.7	50.0	125.4	50.0	50.0	50.0	50.0	203.7	102.2	77.3	56.0	128.9	64.7	81.3	172.4	198.8	123.0
207666_x_at	49.0	50.0	50.0	50.0	50.0	50.0	50.0	158.5	50.0	49.0	50.0	87.1	50.0	50.0	50.0	50.0	50.0	50.0
207667_s_at	193.0	245.2	265.0	149.6	136.2	50.0	140.0	185.2	176.5	215.7	225.2	208.7	192.6	223.1	300.0	201.3	124.8	139.4
207668_x_at	2420.2	2495.7	2222.1	2496.0	1980.1	2062.3	2590.7	1949.2	3021.6	2811.4	2988.2	2295.4	2084.1	1907.6	2459.0	2277.6	2309.7	2247.9
207669_at	115.7	53.8	55.0	142.9	50.0	50.0	50.0	50.0	50.0	49.0	73.1	106.8	173.6	50.0	50.0	50.0	50.0	50.0
207670_at	67.2	144.4	50.0	116.9	144.2	98.7	129.6	69.1	87.9	49.0	50.0	102.6	50.0	82.3	65.3	50.0	67.0	135.6
207671_s_at	49.0	105.5	50.0	108.1	50.0	50.0	50.0	100.2	54.2	49.0	50.0	134.0	50.0	50.0	50.0	50.0	50.0	50.0
207672_at	49.0	50.0	50.0	79.6	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	73.7	50.0	50.0	64.7	50.0	50.0
207673_at	101.5	50.0	50.0	89.3	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	116.0	50.0	50.0	50.0	50.0
207674_at	49.0	115.6	63.4	125.4	50.0	50.0	65.8	50.0	97.6	79.2	50.0	65.4	225.8	50.0	50.0	75.6	50.0	50.0
207675_x_at	49.0	50.0	50.0	50.0	50.0	138.6	123.5	50.0	91.4	64.5	154.0	100.4	76.1	50.0	83.9	50.0	50.0	168.2
207676_at	49.0	74.3	50.0	50.0	186.5	83.4	109.0	50.0	50.0	114.8	64.7	54.6	78.0	50.0	50.0	50.0	59.2	77.2
207677_s_at	49.0	50.0	50.0	50.0	50.0	50.0	87.2	50.0	50.0	49.0	50.0	62.1	81.0	50.0	50.0	55.0	98.3	50.0
207678_s_at	49.0	53.5	50.0	57.0	50.0	70.5	50.0	61.8	64.1	49.0	50.0	74.7	117.8	106.2	50.0	100.9	50.0	50.0
207679_at	145.5	193.4	84.2	51.4	114.5	98.2	50.0	105.7	57.3	49.0	72.1	50.0	67.1	54.8	50.0	135.1	63.4	50.0
207680_x_at	101.4	50.0	68.6	50.0	50.0	88.0	50.0	102.4	50.0	49.0	50.0	61.7	93.1	72.9	50.0	66.2	88.1	50.0
207681_at	49.0	50.0	50.0	50.0	50.0	50.0	50.0	70.3	50.0	49.0	50.0	50.0	50.0	50.0	52.5	50.0	50.0	50.0
207682_s_at	72.4	50.0	58.3	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	56.9	71.6
207683_at	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
207684_at	76.5	293.2	101.3	50.0	134.8	50.0	145.0	66.2	170.7	61.9	64.2	131.0	159.6	169.8	154.0	232.8	175.5	133.3
207685_at	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
207686_s_at	213.1	252.8	150.7	219.8	131.2	50.0	155.5	111.0	94.4	193.3	134.8	190.2	108.2	135.1	327.0	139.6	200.5	186.2
207687_at	174.3	50.0	79.6	157.2	104.7	50.0	76.3	50.0	67.0	132.2	50.1	89.4	114.8	70.2	100.9	113.8	199.9	50.0
207688_s_at	134.7	133.6	106.8	86.4	65.9	212.1	98.7	137.8	84.7	82.4	66.9	88.0	98.4	58.2	50.0	78.4	68.7	213.1
207689_at	161.4	50.0	73.0	91.7	66.6	50.0	66.4	102.6	143.6	49.0	66.3	96.1	87.1	91.6	69.5	64.9	50.0	83.1
